zone,potential,org_hour,dst_hour,z
533902885,0.016253508991116355,0,1,0.22767410047272135
533903665,-0.11948387681886619,0,1,-1.6736929970381962
533903865,0.13233558933585,0,1,1.8537157901739776
533903885,-0.007494165959665303,0,1,-0.10497594670742517
533904665,0.31254058861366163,0,1,4.377971391452923
533904685,-0.010587573874357818,0,1,-0.14830744298664444
533904805,-0.13116831937726844,0,1,-1.83736503551699
533904825,-0.21877697233409424,0,1,-3.064559807210542
533904845,0.08094153478188981,0,1,1.1338038532122856
533904865,-0.3108027808427496,0,1,-4.353628720510104
533904885,0.38488261034886334,0,1,5.391315939632784
533905805,-0.25072067304149787,0,1,-3.5120172349144925
533912065,0.08273161588146088,0,1,1.1588787526903503
533912285,-0.05001663543509347,0,1,-0.7006174782061512
533912465,0.08681609492696712,0,1,1.2160928652302074
533912485,0.16045482452537918,0,1,2.2476012939907895
533912665,0.06740859188580123,0,1,0.9442385967313801
533912685,0.08083815287720303,0,1,1.132355711634514
533912865,0.012545596695625341,0,1,0.17573481788647674
533912885,0.005717719302666735,0,1,0.08009203426175071
533913005,-0.014226043362369212,0,1,-0.1992739923165895
533913025,0.06815447017429985,0,1,0.9546866278912284
533913065,0.018779542006134825,0,1,0.2630579855632002
533913085,0.07903561787592531,0,1,1.107106361773459
533913205,0.17918297931678168,0,1,2.509939463427123
533913225,0.04897502860601413,0,1,0.6860269735965621
533913245,-0.004240374764107754,0,1,-0.059397851295565185
533913265,0.1556158893827635,0,1,2.179818995015041
533913285,-0.035066555404844685,0,1,-0.4912014053604374
533913405,-0.44170987315819965,0,1,-6.187334568564796
533913425,0.21028581454772416,0,1,2.9456183089752757
533913445,0.01894659421970521,0,1,0.2653980010317001
533913465,0.09102156706315898,0,1,1.2750018113657096
533913485,0.35526541366406533,0,1,4.976447456930335
533913605,0.0981863070944562,0,1,1.375363262092323
533913625,0.17344272621827467,0,1,2.4295317827593577
533913645,0.013990407601620458,0,1,0.19597327984293222
533913665,-0.054318056017011174,0,1,-0.7608704403374811
533913685,0.13242765163645956,0,1,1.8550053702572806
533913805,-0.030837039956220128,0,1,-0.43195566797982665
533913825,-0.08147296131218322,0,1,-1.1412479108196625
533913845,0.24790238099509881,0,1,3.4725394761804225
533913865,0.052854326456731396,0,1,0.740366971753917
533913885,-0.03973131564333268,0,1,-0.5565439164329172
533914005,0.05150237945248817,0,1,0.7214293184603358
533914025,0.3977065822681222,0,1,5.570950151100628
533914045,0.018992828408016818,0,1,0.26604563516662355
533914065,0.1902023475932954,0,1,2.66429534814741
533914085,0.4149318350583721,0,1,5.812236136580987
533914205,0.15018980582185654,0,1,2.103812103549664
533914265,-0.07921706349500583,0,1,-1.1096479955912057
533914285,0.9832127636324781,0,1,13.772538696454605
533914405,0.31629071174028983,0,1,4.430501950237717
533914425,-0.22643106479535963,0,1,-3.171775954628685
533914445,-0.04021964210738193,0,1,-0.5633842417128433
533914465,0.042742547173235765,0,1,0.5987243114639531
533914485,-1.4232685047458224,0,1,-19.93670269763107
533914605,-0.0649275032188334,0,1,-0.9094842780944808
533914625,0.08749312270903573,0,1,1.225576459902703
533914645,-0.12896035711526593,0,1,-1.8064365866414953
533914665,0.08403391855920753,0,1,1.177121003693579
533914685,0.2252734620037427,0,1,3.1555606146408612
533914825,0.12524852599493913,0,1,1.754442410375376
533914845,0.07616508776926334,0,1,1.066896868532871
533914865,-0.0559955796189824,0,1,-0.784368669385086
533914885,0.3921771949684914,0,1,5.493496212981985
533915005,0.3256399938835045,0,1,4.561463787659132
533915025,0.2649589083137325,0,1,3.7114620077138176
533915205,-1.875517962004971,0,1,-26.27167248335738
533915225,0.11325920438121534,0,1,1.5864997208813927
533915405,-0.0881714595399837,0,1,-1.2350783913248968
533915605,-0.584338300990652,0,1,-8.185229240191743
533915805,0.4515883893928781,0,1,6.325709752592126
533915825,-0.3005237300834276,0,1,-4.20964297339413
533916805,-0.1811790970830213,0,1,-2.537900460471799
533917045,-0.038376014587186896,0,1,-0.5375592806231132
533917265,0.019407274283889303,0,1,0.27185106413802107
533917485,-0.08467984887210316,0,1,-1.1861689946865983
