zone,potential,org_hour,dst_hour,z
533914845,-1.8263634752274278,6,7,-0.23847953788924375
533914865,1.0989811817672752,6,7,0.1435007477600803
533914885,-1.8530548056627083,6,7,-0.24196478944743216
533915005,-3.4622430866241025,6,7,-0.45208642340787497
533915025,-2.3984515132875224,6,7,-0.3131805997529269
533915045,0.8218662736440301,6,7,0.1073161458843653
533915205,5.569542398469093,6,7,0.7272494853611013
533915225,1.8077445806382961,6,7,0.23604835404339305
533915405,5.98697030434143,6,7,0.7817556203362949
533915445,2.1919405236321694,6,7,0.2862151867614487
533915605,9.939349324323182,6,7,1.2978421140891432
533915645,2.801661492372812,6,7,0.36583021237870367
533915805,0.4152309443931763,6,7,0.054219264171316166
533915825,6.4664282821002,6,7,0.8443614041926462
533915845,4.662395403548704,6,7,0.6087977099721464
533917025,0.7052261149061785,6,7,0.09208572130983364
533917045,0.9069138776719079,6,7,0.1184213358327298
533917065,-1.9150111514112709,6,7,-0.25005481145227076
533917085,-0.26141169632140304,6,7,-0.03413413670562398
533917245,0.2964863985658539,6,7,0.038714056801659555
533917265,-0.7380497214384398,6,7,-0.09637170196146559
533917285,-1.7114078903705376,6,7,-0.2234690785111919
533917465,0.014489796755626116,6,7,0.0018920220872028122
533917485,0.4701678603206645,6,7,0.06139271595194607
533922065,-1.1879098952242693,6,7,-0.1551127180923648
533922085,-0.8542359697303823,6,7,-0.11154285665086663
533922265,-0.9360695248394748,6,7,-0.1222283684183532
533922285,-0.5983764452693769,6,7,-0.07813370125236413
533922465,-1.0588261029869273,6,7,-0.13825745158090594
533922485,-0.9019910889964002,6,7,-0.1177785369679993
533922665,-0.7213356574783845,6,7,-0.09418924359350632
533922685,-2.401077369595086,6,7,-0.3135234739985441
533922865,-1.0139479308060402,6,7,-0.13239743198010928
533922885,-2.1383463313695543,6,7,-0.27921706268719004
533923005,-1.0335130222759261,6,7,-0.13495216658567194
533923025,-3.3474983188909917,6,7,-0.4371034917212931
533923045,-2.1483609912373787,6,7,-0.2805247385632088
533923065,0.302308034385657,6,7,0.039474223679117085
533923085,1.8182082848404235,6,7,0.23741466440635206
533923205,-0.48362436964904987,6,7,-0.06314981532989768
533923225,-2.734683003709229,6,7,-0.3570844182135952
533923245,-2.0981772728787433,6,7,-0.2739719410910402
533923265,-3.248568736962131,6,7,-0.4241856463405794
533923285,1.966612973184784,6,7,0.25679277942946005
533923405,-0.5649325086022614,6,7,-0.07376672027089345
533923425,-1.525647229543452,6,7,-0.19921316387375784
533923445,2.533173217288372,6,7,0.33077204315921455
533923465,-1.2311594888433177,6,7,-0.1607600841506922
533923485,-1.4639825885234785,6,7,-0.1911612315535946
533923605,-2.5607325030817343,6,7,-0.33437062899916636
533923625,-1.6340686038579904,6,7,-0.21337041110004068
533923645,-2.253111903976915,6,7,-0.294202710994458
533923665,-0.5761000630658231,6,7,-0.0752249367014928
533923685,-1.5990603859630816,6,7,-0.20879917227537895
533923805,-1.3348768163498406,6,7,-0.17430309498635452
533923825,-2.0034822507383083,6,7,-0.26160702828656657
533923845,-1.942101209639059,6,7,-0.25359212735635234
533923865,-1.6367441256312247,6,7,-0.2137197704716817
533923885,-0.32904800025072944,6,7,-0.042965825865194825
533924005,-0.7672918411163074,6,7,-0.10019002579583346
533924025,-0.8049429230036154,6,7,-0.10510635966436813
533924045,-0.2783439825889076,6,7,-0.03634508970553548
533924065,0.5989922570039639,6,7,0.0782141115868255
533924085,5.91296670604655,6,7,0.7720925142991428
533924205,0.2678311978364718,6,7,0.034972370592557284
533924225,1.0333750893533917,6,7,0.1349341558336656
533924245,0.14487430258093426,6,7,0.018917130790312917
533924265,3.2309416093070737,6,7,0.421883963617227
533924285,0.8974652204224256,6,7,0.11718756640780753
533924405,0.703440225087796,6,7,0.09185252666682539
533924425,-0.9118175857547719,6,7,-0.11906164322685328
533924445,-0.6504129975161561,6,7,-0.08492843466741781
533924465,0.24800113727169304,6,7,0.032383037338827345
533924485,0.25530272267081244,6,7,0.03333645035625752
533924605,-0.8366303737065763,6,7,-0.10924398544534215
533924625,-0.6147645185247086,6,7,-0.08027359300438237
533924645,1.5685561970321587,6,7,0.2048160522783987
533924665,-1.0368130608747315,6,7,-0.1353830729691681
533924685,0.6411903830020513,6,7,0.08372418103593274
533924805,-0.4338446857757745,6,7,-0.05664977513122197
533924825,-1.302669810859026,6,7,-0.17009762773384643
533924845,4.023072123509738,6,7,0.5253173280801782
533924865,-1.8367259870703805,6,7,-0.2398326349420478
533924885,-1.0213135355278524,6,7,-0.13335920439516147
533925005,0.7820098645965494,6,7,0.10211184885341189
533925025,-1.9120115275598089,6,7,-0.2496631320742931
533925045,1.2382637008476216,6,7,0.16168772490721942
533925065,1.4092414224735634,6,7,0.18401334004121286
533925205,2.2917287932170787,6,7,0.29924515628293896
533925225,-0.8266049858614508,6,7,-0.10793490875119273
533925245,10.996929924218197,6,7,1.4359369326532223
533925265,-2.3748148042664674,6,7,-0.310094208943528
533925285,2.8712003511096214,6,7,0.3749103298481108
533925405,-0.07223661245922486,6,7,-0.009432379803705364
533925425,-2.5520267616755703,6,7,-0.33323386667573746
533925445,-0.41126571347884067,6,7,-0.05370149952648984
533925465,3.073728323477873,6,7,0.4013556557184235
533925485,0.32523733561959745,6,7,0.04246824389281658
533925605,0.3952052202113592,6,7,0.051604381912907824
533925625,3.734975117834704,6,7,0.4876987260261147
533925645,0.8307288664965355,6,7,0.10847338926808049
533925665,2.5719597846867224,6,7,0.3358366443708199
533925685,-1.6629027156128835,6,7,-0.21713545882467145
533925805,-3.6141252899925043,6,7,-0.4719186190054058
533925825,6.470705271292816,6,7,0.8449198770377546
533925845,-1.7878966244376144,6,7,-0.23345668404616257
533925865,-1.1960711565128257,6,7,-0.15617838429029726
533925885,4.555184116907984,6,7,0.5947984713532257
533926005,3.8435729781502257,6,7,0.5018790181175239
533926225,4.3072167718422385,6,7,0.5624198464710467
533926405,4.180475619715249,6,7,0.5458704729204007
533926605,3.298107105711882,6,7,0.43065417653594834
533926625,4.4623672388255,6,7,0.5826787993965378
533932065,-0.24356074901074365,6,7,-0.03180322847006524
533932085,-1.603340380360617,6,7,-0.20935803752861976
533932265,-1.27899138588052,6,7,-0.16700578981471806
533932285,-1.9052658709227046,6,7,-0.24878231010243682
533932465,-0.7746012444088137,6,7,-0.1011444596437979
533932485,-1.2892066648761968,6,7,-0.16833966176701132
533932665,-1.2507660256763025,6,7,-0.16332023053281167
533932685,-1.4537745892964509,6,7,-0.18982831016557122
533932865,-1.0558750420578455,6,7,-0.1378721133630779
533932885,-1.934420898257553,6,7,-0.2525892617526811
533933005,-1.7501213530616795,6,7,-0.2285241339905106
533933025,-0.9324491368246051,6,7,-0.12175563203675294
533933045,-0.23206860209541347,6,7,-0.030302628002033018
533933065,-1.0172948068903374,6,7,-0.13283445422282378
533933085,1.2226775728138328,6,7,0.15965254808650595
533933205,-1.3192106579271936,6,7,-0.17225746810440687
533933245,-0.5500568251398832,6,7,-0.07182431057752568
533933265,-0.004515624573553367,6,7,-5.896329379058686e-4
533933285,-0.8765044473391121,6,7,-0.11445058905006256
533933405,-2.027389304888267,6,7,-0.264728719726035
533933425,-0.4919048409090614,6,7,-0.0642310475086932
533933445,-0.805658600855061,6,7,-0.10519981013334943
533933465,-1.4706943923269442,6,7,-0.19203763315227113
533933485,1.3909629048226648,6,7,0.1816266013104989
533933605,-0.8053244814802305,6,7,-0.105156182106842
533933625,-1.2503662583396284,6,7,-0.1632680304472283
533933645,-1.7406576180665496,6,7,-0.22728839577138982
533933665,-0.6408294443513896,6,7,-0.08367705105124802
533933685,0.6314867566223406,6,7,0.08245711871987588
533933805,-1.4055672540366295,6,7,-0.1835335812183651
533933825,-0.7392701319512263,6,7,-0.09653105848554863
533933845,-0.9983375258354634,6,7,-0.1303590851701001
533933865,-0.9152882988828708,6,7,-0.11951483563579153
533933885,0.8976198722570636,6,7,0.1172077602512338
533934005,-0.8021790474220403,6,7,-0.10474546339129996
533934025,-1.0059986091388637,6,7,-0.13135944004507832
533934045,-1.2949515926311896,6,7,-0.16908981239956664
533934065,0.5147348082613341,6,7,0.0672120970851027
533934085,2.53114394955465,6,7,0.33050706916145584
533934205,1.1157463840968624,6,7,0.14568988358020055
533934225,1.3162371125952603,6,7,0.17186919395948955
533934245,0.05280285313974886,6,7,0.006894794046641151
533934265,-0.4223731763170697,6,7,-0.05515186942312444
533934285,2.1385775781681104,6,7,0.2792472580072378
533934405,0.05275266194172801,6,7,0.006888240272503377
533934425,-1.5424883858550693,6,7,-0.201412217473543
533934445,3.6772838010225595,6,7,0.4801656151420016
533934465,0.37326730153387544,6,7,0.04873981263115155
533934485,1.996299082520089,6,7,0.2606690777304494
533934605,0.20738843086351366,6,7,0.027079985899163567
533934625,-0.39607412756810234,6,7,-0.051717840503005215
533934645,-1.61229722421092,6,7,-0.2105275878461437
533934665,1.4939544787000258,6,7,0.19507484602076963
533934685,1.007374821632098,6,7,0.13153914059421629
533934805,-0.11610822776456331,6,7,-0.015160967068170312
533934825,2.7599579185005183,6,7,0.36038471964941216
533934845,1.0903936276796955,6,7,0.14237941788342479
533934865,2.576041866576567,6,7,0.3363696669678662
533934885,-2.0668007286601373,6,7,-0.26987491228636445
533935005,-0.9574146373589656,6,7,-0.12501553134560578
533935025,3.8788817092863628,6,7,0.506489496808658
533935045,-0.11303845020345804,6,7,-0.014760127287850028
533935065,-0.4367029188086988,6,7,-0.05702299223839538
533935085,4.813255872735134,6,7,0.6284964914388829
533935205,3.247229732041813,6,7,0.4240108042136095
533935225,3.5638348268123536,6,7,0.4653518832038454
533935245,1.638809750637531,6,7,0.21398949186265237
533935265,0.7708215555964095,6,7,0.10065092237502665
533935285,7.1410526435938255,6,7,0.9324512659096802
533935405,4.093892001094975,6,7,0.5345647160776834
533935425,1.409240444495257,6,7,0.1840132123405565
533935445,1.2121433916088336,6,7,0.15827703510681446
533935465,6.585943383066718,6,7,0.859967227697046
533935485,15.845029762475422,6,7,2.0689832154718863
533935605,-1.1947840645354688,6,7,-0.156010320756316
533935625,2.766870052435692,6,7,0.36128727958835505
533935645,4.185019847864499,6,7,0.5464638408035168
533935665,9.120099211830192,6,7,1.1908675764940404
533935685,13.049679358565983,6,7,1.7039770808196253
533935805,2.2124133282169005,6,7,0.28888844706416883
533935825,4.662886640985686,6,7,0.60886185387261
533935845,7.941023319801834,6,7,1.0369083686576834
533935865,15.173156753871584,6,7,1.9812526148628555
533935885,8.528680470269851,6,7,1.113642385506915
533936005,4.739551457618816,6,7,0.6188724515937213
533936205,4.507756191209769,6,7,0.5886055147172815
533936245,3.176565896404817,6,7,0.41478379157523326
533936405,4.172006357932549,6,7,0.5447645891992263
533936425,3.1901007449195617,6,7,0.41655112018368307
533936605,5.426056969491949,6,7,0.7085137083591834
533936625,2.7589561381923104,6,7,0.36025391101892407
533936645,4.752795044328202,6,7,0.6206017483527124
533936665,5.247376707122154,6,7,0.6851823249966402
533936685,4.072410498896508,6,7,0.5317597439092494
533936805,16.004466885845385,6,7,2.0898019035476127
533936825,3.8994602482243934,6,7,0.5091765634977058
533936845,0.840155917580983,6,7,0.10970433744283928
533936885,-0.23040853129590388,6,7,-0.030085862323951783
533937425,2.5644286376834806,6,7,0.33485325607956784
533937605,4.180772674805006,6,7,0.545909261234717
533937625,1.6756939688525527,6,7,0.21880569161403488
533937645,0.8522080703149584,6,7,0.11127806132286329
533937805,-2.538377540532654,6,7,-0.33145160372815774
533937825,2.0507391373658024,6,7,0.2677776512966472
533942065,-1.1188948997386774,6,7,-0.1461010046771134
533942085,-0.5495581464494812,6,7,-0.07175919502673014
533942265,-0.8223903966920254,6,7,-0.10738458386178788
533942285,-1.6570775921309568,6,7,-0.21637483654167014
533942465,-1.3671928927122643,6,7,-0.17852280429495457
533942485,-2.6005863750258627,6,7,-0.33957459474489465
533942665,-0.6978807512207759,6,7,-0.09112659189168476
533942685,-1.1469902712028457,6,7,-0.14976959052789382
533942865,-0.8342689999740038,6,7,-0.10893564631998948
533942885,-1.0827467065668621,6,7,-0.14138091225297414
533943005,-1.3165435010584474,6,7,-0.17190920098991178
533943025,-1.8366441484982516,6,7,-0.2398219487751771
533943045,-0.6989520562076059,6,7,-0.09126647878805726
533943065,0.6961191960075297,6,7,0.09089657476808398
533943085,-0.7026511725225824,6,7,-0.09174949520913647
533943205,-2.090024826484729,6,7,-0.2729074259082291
533943225,2.406942745293339,6,7,0.31428935226157273
533943245,-1.1959549554389106,6,7,-0.15616321119973484
533943265,0.9850853927126195,6,7,0.128628672453218
533943285,-2.1026776865613606,6,7,-0.27455958784914647
533943405,-0.1809627871010946,6,7,-0.02362942668772143
533943425,-0.6619782086382706,6,7,-0.08643857557934662
533943445,-3.0729363798292084,6,7,-0.4012522467541459
533943465,-1.7450714271956578,6,7,-0.22786473403905583
533943485,-0.5609303818990838,6,7,-0.07324413791546766
533943605,-0.5433162705310686,6,7,-0.07094415480895548
533943625,-0.5914130005208023,6,7,-0.07722444134420121
533943645,-2.318280237239204,6,7,-0.30271214200980806
533943665,-0.23317598378529425,6,7,-0.03044722565592384
533943685,-1.5189069962384707,6,7,-0.1983330500598099
533943805,-0.3600946061067809,6,7,-0.047019772583910636
533943825,-2.3099145356693356,6,7,-0.3016197807840378
533943845,-2.140161967103637,6,7,-0.2794541414377851
533943865,-1.0093735080009338,6,7,-0.13180012139463781
533943885,0.7086179846496208,6,7,0.0925286186519938
533944005,-0.8165668063264491,6,7,-0.10662416176723961
533944025,0.5877127224066214,6,7,0.07674127321983779
533944045,0.4550726554315183,6,7,0.059421641992607965
533944065,0.549932036465318,6,7,0.07180801615100665
533944085,4.314552055760473,6,7,0.5633776597118579
533944205,-0.41470304589524076,6,7,-0.05415033321012049
533944225,-1.2755263818537337,6,7,-0.16655334287833293
533944245,-2.5213249515269105,6,7,-0.32922494205808767
533944265,0.4347041124418567,6,7,0.05676199576909442
533944285,0.7124129970852806,6,7,0.09302415682071861
533944405,-0.9342736841271417,6,7,-0.12199387442577785
533944425,1.664594630826393,6,7,0.21735638262419896
533944445,3.1271854570884656,6,7,0.4083358831995662
533944465,5.27362802725823,6,7,0.6886101216975431
533944485,3.4248097843648786,6,7,0.44719852636791885
533944605,-0.33487594587060343,6,7,-0.043726816652145443
533944625,-1.2145854737786728,6,7,-0.15859591283036195
533944645,0.5086594587989453,6,7,0.06641880125327178
533944665,0.048372534136156276,6,7,0.006316299982885781
533944685,0.01526638976445227,6,7,0.0019934266238051533
533944805,-0.4247542747717361,6,7,-0.05546278412703732
533944825,-1.0301218966235908,6,7,-0.13450936640407468
533944845,-1.2280234883013073,6,7,-0.1603505972275123
533944865,-0.1905875344334369,6,7,-0.024886189280300054
533944885,1.2162171615519135,6,7,0.15880897236173128
533945005,5.036960584683795,6,7,0.6577069947438287
533945025,5.504614994393139,6,7,0.71877151395486
533945045,7.955208458867853,6,7,1.0387606097122402
533945065,13.353832881084749,6,7,1.7436922812611084
533945085,15.35191391970224,6,7,2.0045940399843674
533945205,-0.5014537386548739,6,7,-0.06547790595317092
533945225,-0.8192389909316873,6,7,-0.10697308538428282
533945245,16.52053467045172,6,7,2.1571880555714418
533945265,15.569096095124063,6,7,2.0329528554857164
533945285,14.42232734352678,6,7,1.8832121901383163
533945405,0.6941925754040135,6,7,0.09064500403890191
533945425,3.694095887231118,6,7,0.4823608728792228
533945445,3.9784114232405017,6,7,0.5194857051275283
533945465,7.376809000722837,6,7,0.9632354268202443
533945485,10.394963048774747,6,7,1.3573344067992108
533945605,0.007840958596343484,6,7,0.001023842300849691
533945625,0.7234169289224752,6,7,0.09446100803631365
533945645,1.1030738651795389,6,7,0.14403515466326372
533945665,16.685942678881048,6,7,2.1787863989179073
533945685,5.213500450001938,6,7,0.6807588932684951
533945805,1.4599714386145628,6,7,0.19063747098257047
533945825,4.358695250202635,6,7,0.5691417087384139
533945845,1.8542578819884028,6,7,0.24212188253984707
533945865,3.28881009220472,6,7,0.4294402081692945
533945885,2.0843277257590884,6,7,0.27216352034573416
533946005,35.77477505423293,6,7,4.6713329185269235
533946025,14.175821350708063,6,7,1.8510243830277868
533946045,4.152702434187301,6,7,0.5422439568734826
533946065,-0.14739402182749473,6,7,-0.019246146065574895
533946085,-4.030040765731513,6,7,-0.5262272666544575
533946205,35.35681375673103,6,7,4.6167571353184735
533946225,15.429972939302594,6,7,2.014786687381711
533946245,6.640241672858808,6,7,0.8670572901262573
533946265,1.6409409256402903,6,7,0.21426777252075405
533946285,0.7966599364954092,6,7,0.10402479905411015
533946405,17.1366987014706,6,7,2.237644391549721
533946425,11.57104038215197,6,7,1.5109020743473636
533946445,2.110008922786278,6,7,0.2755168725576887
533946465,1.2018272437709356,6,7,0.15692999208796923
533946485,2.551577764678459,6,7,0.3331752383699062
533946605,8.790778135867901,6,7,1.1478660934497653
533946625,6.133692965336536,6,7,0.8009141026792665
533946645,0.7737957054121836,6,7,0.10103927545112551
533946665,1.747609413500097,6,7,0.22819613455667542
533946685,1.2674714535784233,6,7,0.16550156123744797
533946805,5.500252608455835,6,7,0.718201890330355
533946825,0.7523232135099427,6,7,0.09823547981261535
533946845,6.380513529073259,6,7,0.8331429852537862
533946865,1.5421903390385765,6,7,0.20137329966335316
533946885,-0.22759837133551386,6,7,-0.029718922414213818
533947005,-0.9972469532329562,6,7,-0.13021668238237014
533947025,-2.5592777892151695,6,7,-0.33418067804177753
533947045,3.64832546141548,6,7,0.47638434622088716
533947085,1.6615272895070952,6,7,0.21695586095899008
533947205,-0.857120905546676,6,7,-0.11191956050507844
533947225,-3.8316300639394996,6,7,-0.5003195581849
533947245,2.1887177430902547,6,7,0.2857943684387112
533947265,5.949562044784237,6,7,0.776870993276323
533947285,2.224106351041044,6,7,0.29041527713794857
533947405,-1.1818137836499645,6,7,-0.15431671122358945
533947425,1.2226944324115365,6,7,0.15965474954811198
533947445,1.1978476950832686,6,7,0.15641035788321467
533947465,4.65151581892334,6,7,0.6073770955385597
533947485,3.477307265428685,6,7,0.454053446100086
533947605,-0.7138199111155998,6,7,-0.09320786625881863
533947625,2.5547421066406955,6,7,0.3335884260070405
533947645,2.9515924176776593,6,7,0.3854076175704902
533947665,-1.2785397745929181,6,7,-0.16694682014486117
533947685,-1.8579083736554658,6,7,-0.24259854974089332
533947805,-0.3517157799091777,6,7,-0.045925697594588
533947825,0.46345736845412233,6,7,0.060516485660961294
533947845,-1.9979379484786257,6,7,-0.260883074561724
533947865,-0.15884380978626922,6,7,-0.02074121546352064
533947885,-0.3521336735142846,6,7,-0.04598026453878313
533952065,-0.9813720258826422,6,7,-0.12814379525454536
533952085,-1.1546382148878287,6,7,-0.15076822968189388
533952265,-0.8121267139039965,6,7,-0.10604439152793378
533952285,-1.0124723197927352,6,7,-0.13220475235344656
533952465,-0.8620164195867197,6,7,-0.11255879795251729
533952485,-0.9268527976787482,6,7,-0.1210248835348923
533952685,-0.6054740490284907,6,7,-0.07906047912957918
533952865,-0.9218964846189976,6,7,-0.12037770718464441
533952885,-1.1149855771000219,6,7,-0.1455905403204987
533953005,-1.0733711351007997,6,7,-0.14015668608934276
533953025,-1.1323084105556447,6,7,-0.1478524894743575
533953045,-0.5227077489708662,6,7,-0.06825317310409766
533953065,-0.8102629348254915,6,7,-0.10580102640406973
533953085,-0.5736523976686989,6,7,-0.07490532994153995
533953245,-1.230297033000788,6,7,-0.16064746797457713
533953265,-0.724550748432037,6,7,-0.09460905783930067
533953285,0.04780626672131305,6,7,0.006242358955677748
533953405,-0.9808225734051668,6,7,-0.128072049857368
533953425,-0.30863802743746405,6,7,-0.04030076989421213
533953445,-2.050427766885626,6,7,-0.2677369937335542
533953465,0.7897024850062024,6,7,0.10311632172276938
533953485,-0.44498368153484336,6,7,-0.05810426247572068
533953605,-0.43268489000166,6,7,-0.05649833344723719
533953625,-2.6387486955092214,6,7,-0.3445576841885331
533953645,-2.0353098594590833,6,7,-0.26576295536395456
533953665,-1.9175866264412562,6,7,-0.25039110710389056
533953685,-0.5663852932658848,6,7,-0.07395641932036133
533953805,-2.5858465370351063,6,7,-0.3376499232321991
533953825,-1.8712010104707915,6,7,-0.24433425127459468
533953845,-0.451584692377903,6,7,-0.05896619715455493
533953865,-0.35147819848130624,6,7,-0.045894675122939634
533953885,-0.24040450594036855,6,7,-0.031391098355168234
533954005,-1.2545590946482967,6,7,-0.16381551493150487
533954025,0.0394997077430439,6,7,0.0051577203426871445
533954045,-3.4771590581247445,6,7,-0.4540340937587613
533954065,-0.3112696947098925,6,7,-0.04064440291333437
533954085,-1.7559216903463515,6,7,-0.22928151978693764
533954205,-0.19538110445422774,6,7,-0.02551211526869378
533954225,-1.1256456495750378,6,7,-0.14698249169939445
533954245,0.9196185422028869,6,7,0.12008026220060872
533954265,-0.019935526582546714,6,7,-0.0026031046018331356
533954285,-0.1795890510917708,6,7,-0.023450049508354352
533954405,-1.753271814693047,6,7,-0.22893550918727576
533954425,0.49377997270823215,6,7,0.06447589502728036
533954445,1.022139630487466,6,7,0.13346707270664132
533954465,-0.9079481955945568,6,7,-0.11855639310011912
533954485,0.5476904104816853,6,7,0.07151531322743845
533954605,0.02504341375140129,6,7,0.003270072917911155
533954625,1.9265490158635217,6,7,0.25156138154093227
533954645,-1.318710520805869,6,7,-0.17219216211729502
533954665,1.462743377737695,6,7,0.19099942016196883
533954685,0.4363316551317098,6,7,0.056974514051372736
533954805,0.7476462537207418,6,7,0.09762478034102395
533954825,-0.060438186678617,6,7,-0.007891786616125588
533954845,-2.022705791047855,6,7,-0.2641171644515734
533954865,-1.2207235805670678,6,7,-0.15939740327312774
533954885,1.2537575353503811,6,7,0.16371085039262717
533955005,-2.838866898250192,6,7,-0.3706883515831763
533955025,-0.5970210153313005,6,7,-0.07795671440957071
533955045,1.3466861660999143,6,7,0.17584511458397012
533955065,1.51474510515353,6,7,0.1977896062841625
533955085,2.535672092674705,6,7,0.3310983367231511
533955205,0.2633097547621084,6,7,0.03438197789713151
533955225,-2.119579628033449,6,7,-0.27676657854205483
533955245,-1.0006275419535626,6,7,-0.1306581066918348
533955265,3.7471823977210246,6,7,0.4892927058147281
533955285,-0.33204437234769557,6,7,-0.04335708064154197
533955405,0.30225374743663735,6,7,0.03946713509752244
533955425,-0.5545947314410782,6,7,-0.07241685297796922
533955445,0.8443298497156633,6,7,0.11024935349258023
533955465,3.1314252783548646,6,7,0.40888950279942043
533955485,0.3943090973650101,6,7,0.051487369628558065
533955605,2.027601044802978,6,7,0.26475636791200563
533955625,-0.32249132071801156,6,7,-0.04210967979883982
533955645,-0.6341707295461028,6,7,-0.08280758161033987
533955665,0.5454388651028736,6,7,0.07122131506729194
533955685,-0.8917531715674158,6,7,-0.1164417089759106
533955805,0.8699365046501377,6,7,0.1135929722839615
533955825,1.2979652672949236,6,7,0.16948332647872127
533955845,-0.5667853228656092,6,7,-0.07400865365124797
533955865,-0.9157294970885452,6,7,-0.11957244560534794
533955885,-0.5074171914824142,6,7,-0.0662565907515838
533956005,0.6356305696458584,6,7,0.08299820193159797
533956025,-0.5495456768147626,6,7,-0.07175756678965375
533956045,8.128166418828629,6,7,1.0613447967731293
533956065,-0.9439942255487352,6,7,-0.12326314544312898
533956085,-0.9908650906253769,6,7,-0.1293833632396192
533956205,1.3375062700817928,6,7,0.17464643896985102
533956225,-0.8570662009580623,6,7,-0.11191241738970739
533956245,1.2250694586195081,6,7,0.15996487136134052
533956265,-1.561809670906829,6,7,-0.2039351167721047
